"","Name","Age","Nationality","Overall","Potential","Club","Value","Wage","Preferred.Foot","International.Reputation","Weak.Foot","Skill.Moves","Position","Height","Weight","Crossing","Finishing","HeadingAccuracy","ShortPassing","Volleys","Dribbling","Curve","FKAccuracy","LongPassing","BallControl","Acceleration","SprintSpeed","Agility","Reactions","Balance","ShotPower","Jumping","Stamina","Strength","LongShots","Aggression","Interceptions","Positioning","Vision","Penalties","Composure","Marking","StandingTackle","SlidingTackle","GKDiving","GKHandling","GKKicking","GKPositioning","GKReflexes"
"9798","T. H¨¹bers",21,"Germany",66,75,"Hannover 96",875000,6000,1,1,4,2,0,190.5,82.1016,40,36,62,63,35,52,38,39,60,60,63,65,48,55,50,51,68,57,78,35,68,59,42,53,40,58,66,68,63,14,11,14,9,13
"9799","Q. La<U+00E7>i",22,"Albania",66,75,"AC Ajaccio",1e+06,2000,1,1,3,3,1,180.34,79.8336,63,66,51,67,59,65,67,44,61,65,74,72,77,60,67,69,72,73,59,65,71,43,60,60,54,60,54,51,51,8,11,12,9,9
"9800","T. Mohamad",28,"Syria",66,67,"Ohod Club",575000,6000,1,1,3,2,0,180.34,83.0088,52,46,54,66,36,57,46,39,62,64,66,63,66,61,61,54,72,85,76,57,81,59,49,54,43,58,61,62,65,12,10,13,8,14
"9801","Dyjan Azevedo",27,"Brazil",66,66,"Paris FC",675000,3000,1,1,5,3,1,170.18,64.8648,61,63,48,71,59,68,59,59,59,69,71,70,64,53,85,75,47,62,58,51,34,19,67,66,56,64,28,25,28,14,14,10,8,10
"9802","L. Palmer",26,"Scotland",66,66,"Sheffield Wednesday",550000,8000,1,1,2,3,0,187.96,81.1944,63,54,59,64,52,63,58,60,63,64,74,78,76,64,67,64,61,75,71,62,69,63,56,63,58,64,48,65,62,11,14,8,8,6
"9803","F. Evangelista",26,"Argentina",66,67,"Estudiantes de La Plata",625000,5000,0,1,3,2,0,175.26,69.8544,65,45,70,63,43,65,32,44,59,60,65,68,64,62,56,63,85,70,76,57,62,63,52,58,51,53,59,70,68,6,14,12,10,10
"9804","¨®scar Pinchi",22,"Spain",66,77,"Atl¨¦tico Madrid",1100000,11000,1,1,3,3,1,172.72,62.1432,67,66,44,65,55,69,61,44,63,70,69,69,73,62,80,65,55,48,51,70,39,44,61,59,47,63,50,39,34,5,12,6,12,13
"9805","Z. Laaroubi",33,"Morocco",66,66,"Ohod Club",325000,5000,1,1,2,1,0,185.42,86.184,12,8,11,26,7,11,9,11,17,18,14,28,36,54,33,19,53,20,61,7,23,9,9,36,11,56,13,13,9,66,70,62,67,65
"9806","M. Palacios",25,"Colombia",66,69,"Alianza Petrolera",8e+05,1000,1,1,3,3,1,180.34,83.0088,58,64,54,59,40,67,41,31,61,63,86,85,68,58,68,71,82,79,76,55,30,25,64,43,46,58,48,58,53,7,13,9,9,12
"9807","Borja",21,"Spain",66,74,"CD Lugo",825000,2000,1,1,3,2,0,175.26,67.1328,61,31,58,59,41,59,58,37,49,61,72,70,67,64,83,58,73,71,68,49,71,67,48,46,46,61,60,63,67,15,10,12,10,11
"9808","F. Vanzo",24,"Belgium",66,70,"Waasland-Beveren",850000,3000,1,1,2,3,1,177.8,79.8336,62,58,58,64,63,71,66,63,58,70,67,61,68,64,70,74,67,62,69,71,68,56,63,62,56,69,41,51,53,7,7,12,10,11
"9809","A. Zapata",33,"Colombia",66,66,"Am¨¦rica de Cali",260000,1000,1,1,3,2,0,182.88,78.9264,37,42,58,68,35,50,40,43,64,63,61,69,63,64,61,66,70,68,81,50,62,65,56,58,34,64,61,64,63,8,7,11,8,10
"9810","S. Szmodics",22,"England",66,74,"Colchester United",950000,4000,1,1,4,3,1,167.64,63.9576,52,67,36,63,58,67,55,62,54,66,83,77,87,55,73,61,69,86,60,66,63,45,68,60,62,64,48,52,40,13,9,15,11,14
"9811","A. Trusty",19,"United States",66,79,"Philadelphia Union",1100000,1000,0,1,3,2,0,190.5,83.916,36,29,63,58,32,41,46,29,62,49,76,76,57,63,52,54,75,75,80,49,68,62,34,29,52,49,67,64,63,13,14,11,10,12
"9812","Ryu Won Woo",27,"Korea Republic",66,67,"Pohang Steelers",5e+05,2000,0,1,3,1,0,185.42,78.0192,9,12,11,26,9,10,13,13,23,22,35,60,33,57,56,21,54,43,55,17,23,26,13,57,19,57,25,14,12,67,64,65,65,67
"9813","F. Dick",33,"Germany",66,66,"1. FC Kaiserslautern",250000,2000,1,1,3,2,0,182.88,83.916,73,50,63,65,64,59,63,69,64,62,57,61,58,65,58,78,75,64,76,68,75,66,56,55,64,73,67,67,67,15,16,6,7,9
"9814","D. Rose",24,"England",66,69,"Mansfield Town",825000,6000,1,1,3,2,1,172.72,72.1224,47,65,66,58,66,63,54,39,49,60,77,80,86,62,81,64,91,76,66,61,71,41,64,57,59,60,46,25,32,15,13,8,16,8
"9815","M. Oesterhelweg",27,"Germany",66,66,"VfL Sportfreunde Lotte",675000,1000,0,1,4,3,1,180.34,73.0296,65,61,49,64,45,64,70,72,52,65,84,87,70,60,69,78,56,70,58,64,40,32,57,52,55,54,48,50,47,14,9,12,11,14
"9816","D. Mignanelli",25,"Italy",66,71,"Ascoli",7e+05,1000,0,1,3,2,0,175.26,69.8544,67,35,40,61,57,59,61,25,58,68,74,87,77,65,85,58,48,87,58,49,56,54,44,37,29,63,60,61,63,9,7,10,15,5
"9817","Lee Jong Ho",26,"Korea Republic",66,68,"Ulsan Hyundai FC",8e+05,3000,0,1,4,2,1,180.34,78.0192,52,60,62,55,62,62,58,56,63,65,72,73,72,65,76,67,76,63,76,66,73,56,72,67,64,60,34,38,32,8,7,15,10,7
"9818","Z. Clark",26,"Scotland",66,70,"St. Johnstone FC",575000,2000,1,1,2,1,0,190.5,84.8232,10,11,20,24,13,12,13,12,19,24,31,31,57,55,51,15,50,24,62,13,33,19,13,32,24,42,15,14,11,66,62,60,64,74
"9819","S. Stevens",26,"Netherlands",66,70,"Excelsior",575000,2000,1,1,4,1,0,193.04,92.988,15,14,18,27,13,12,18,18,18,27,38,36,42,71,40,21,55,30,65,16,29,11,8,39,26,55,11,14,14,67,67,59,61,64
"9820","Sergio Gil",22,"Spain",66,74,"CD Lugo",825000,2000,0,1,2,3,0,182.88,68.04,69,40,60,73,47,66,55,47,70,71,63,56,69,60,68,59,63,60,58,47,66,63,62,67,57,61,45,67,65,12,10,14,6,14
"9821","U. Zeybek",23,"Turkey",66,73,"Fenerbah<U+00E7>e SK",775000,12000,1,1,3,2,0,177.8,72.1224,42,48,53,70,48,52,58,51,66,64,69,74,75,55,71,59,74,64,58,55,66,65,42,66,55,56,68,66,60,8,8,11,12,11
"9822","A. Acosta",21,"Mexico",66,78,"U.N.A.M.",1200000,5000,1,1,3,3,1,172.72,73.0296,66,58,54,64,46,64,57,45,59,63,80,81,70,56,72,66,66,62,58,43,60,31,60,64,53,58,32,53,56,13,11,9,12,10
"9823","K. Oi",34,"Japan",66,66,"J¨²bilo Iwata",2e+05,2000,1,1,3,2,0,180.34,74.844,49,24,65,40,21,23,26,23,42,42,52,45,75,52,56,34,82,89,78,22,62,66,34,35,36,57,66,70,69,11,8,10,8,7
"9824","Y. Sari",19,"Turkey",66,75,"Clermont Foot 63",975000,6000,0,1,4,3,1,167.64,54.8856,65,56,39,60,57,72,56,52,56,60,81,81,77,72,90,63,53,56,34,44,32,30,59,55,57,48,34,27,34,11,9,6,10,11
"9825","M. Ruiz",17,"Mexico",66,79,"Quer¨¦taro",1100000,2000,1,1,4,3,1,177.8,73.9368,63,45,59,69,60,68,62,61,70,66,73,67,59,66,65,66,67,72,64,63,48,44,57,66,55,62,39,44,29,14,14,6,8,7
"9826","L. Holmes",31,"England",66,66,"Exeter City",575000,4000,0,1,2,3,1,175.26,66.2256,67,59,30,64,51,65,64,63,60,64,76,78,82,61,79,52,78,66,57,54,40,34,60,62,59,55,32,35,24,8,12,8,14,8
"9827","D. Powers",27,"United States",66,67,"Orlando City SC",725000,3000,1,1,4,3,1,180.34,79.8336,61,55,58,69,62,64,74,67,64,69,60,62,59,65,59,71,49,62,70,69,64,56,62,63,67,65,60,59,57,7,8,11,12,13
"9828","S. Henderson",30,"Republic of Ireland",66,66,"Nottingham Forest",425000,10000,1,1,3,1,0,187.96,87.0912,19,15,19,28,17,17,11,15,34,18,46,34,47,70,41,19,62,34,62,16,33,16,6,45,18,42,22,15,13,66,63,70,64,62
"9829","S. Scougall",25,"Scotland",66,68,"St. Johnstone FC",775000,2000,0,1,3,3,1,170.18,57.1536,63,63,42,68,55,72,46,41,66,69,76,75,72,56,85,63,68,78,58,51,68,59,66,67,44,68,55,39,37,13,7,13,9,6
"9830","Cho Yong Hyung",34,"Korea Republic",66,66,"Jeju United FC",2e+05,2000,1,2,3,2,0,182.88,72.1224,57,39,67,63,44,34,44,41,62,54,58,47,50,64,67,66,65,41,66,65,69,63,26,65,44,62,66,66,65,11,11,10,13,9
"9831","Cho Young Wook",19,"Korea Republic",66,74,"FC Seoul",925000,2000,1,1,3,2,1,177.8,71.2152,48,65,59,61,64,62,72,56,54,65,82,78,74,67,79,59,62,64,65,58,42,29,70,63,64,57,31,19,12,13,10,12,10,10
"9832","H. Koffi",21,"Burkina Faso",66,77,"LOSC Lille",875000,4000,1,1,3,1,0,185.42,81.1944,11,8,13,23,6,10,14,13,26,20,35,33,40,68,50,21,68,21,65,7,30,14,8,37,16,58,13,11,10,69,59,62,63,70
"9833","S. Sandberg",24,"Sweden",66,71,"Hammarby IF",725000,2000,1,1,3,2,0,185.42,77.112,63,40,60,62,35,59,59,35,62,61,67,75,64,65,61,58,63,78,71,34,67,68,56,53,39,60,67,63,59,9,10,14,7,11
"9834","T. Gabuza",30,"South Africa",66,66,"Orlando Pirates",625000,1000,1,1,3,3,1,182.88,86.184,56,68,63,64,65,64,33,29,31,64,73,70,51,50,48,72,71,60,80,60,69,29,58,43,57,62,44,34,23,15,8,14,14,6
"9835","P. Mu<U+00F1>oz",32,"Chile",66,66,"CD O'Higgins",5e+05,3000,1,1,2,3,1,172.72,68.9472,62,56,44,57,48,66,49,40,48,66,82,84,82,64,75,55,64,82,62,61,46,27,69,59,53,64,25,15,17,14,9,11,7,11
"9836","C. MacGillivray",25,"England",66,72,"Portsmouth",625000,3000,1,1,3,1,0,187.96,78.0192,14,13,20,37,17,19,15,12,34,38,51,50,47,61,42,18,63,30,64,16,19,23,15,44,30,44,15,12,20,67,64,67,64,68
"9837","C. Arcus",22,"Haiti",66,74,"AJ Auxerre",8e+05,2000,1,1,2,2,0,180.34,76.2048,64,37,60,64,34,58,38,31,56,67,70,72,58,53,76,46,70,65,70,37,48,62,38,40,40,47,65,71,68,8,10,6,15,11
"9838","A. Dercho",31,"Germany",66,66,"VfL Osnabr¨¹ck",425000,2000,0,1,2,3,0,185.42,74.844,67,37,54,66,31,68,48,43,52,66,71,69,66,64,68,43,73,62,66,30,58,63,56,68,43,72,66,64,64,11,9,7,9,14
"9839","H. Hauger",32,"Norway",66,66,"Str<U+00F8>msgodset IF",375000,2000,1,1,3,2,1,177.8,71.2152,40,35,47,66,44,53,58,49,63,65,53,51,67,67,70,65,75,67,72,56,70,68,47,57,45,67,59,64,61,15,15,16,7,10
"9840","Manu",34,"Switzerland",66,66,"Elche CF",180000,2000,0,1,3,2,0,175.26,69.8544,63,53,45,67,47,56,72,64,59,58,68,64,69,64,79,59,71,73,61,62,68,69,59,57,70,77,72,65,62,8,12,9,6,10
"9841","J. Leko",19,"England",66,78,"West Bromwich Albion",1100000,6000,1,1,4,3,1,182.88,63.9576,48,64,64,56,50,76,53,34,41,68,88,89,78,57,73,66,65,63,67,56,30,16,61,53,78,55,22,17,23,6,12,11,8,9
"9842","J. Aguirre",26,"Colombia",66,71,"Atl¨¦tico Bucaramanga",6e+05,1000,1,1,2,1,0,180.34,69.8544,9,9,12,24,6,5,9,10,25,18,38,35,40,64,47,22,60,33,42,7,22,9,6,35,15,43,23,21,20,70,60,64,60,71
"9843","Kim Chang Soo",32,"Korea Republic",66,66,"Ulsan Hyundai FC",350000,2000,1,1,3,2,0,177.8,68.9472,57,59,60,60,55,63,52,60,62,61,69,68,66,66,63,55,62,81,61,64,68,63,66,62,56,67,60,65,65,7,12,9,6,9
"9844","L. <U+0106>irkovi<U+0107>",25,"Serbia",66,69,"FC Luzern",675000,4000,1,1,3,2,0,193.04,79.8336,41,30,68,57,36,37,32,29,60,50,67,73,43,61,39,38,44,63,79,29,67,64,26,30,37,67,62,67,63,12,5,11,10,7
"9845","Isma Cerro",22,"Spain",66,73,"Real Sporting de Gij¨®n",9e+05,3000,1,1,4,3,1,177.8,73.0296,58,64,32,60,68,71,62,60,56,67,75,72,74,67,71,58,58,52,51,57,52,26,65,62,65,60,20,33,18,10,6,13,5,6
"9846","E. Castillo",23,"Ecuador",66,75,"Club Tijuana",1e+06,6000,1,1,3,3,1,177.8,68.9472,71,67,58,62,54,72,48,40,59,72,79,78,77,58,71,62,62,71,56,62,44,33,66,51,62,64,21,41,24,9,13,13,12,14
"9847","P. Downing",26,"England",66,68,"Blackburn Rovers",650000,11000,1,1,2,2,0,187.96,78.9264,47,30,66,57,37,40,36,30,53,49,64,56,44,58,47,57,80,69,77,34,63,67,30,42,40,54,66,67,62,7,14,14,9,12
"9848","R. Vollath",28,"Germany",66,67,"KFC Uerdingen 05",525000,2000,1,1,3,1,0,185.42,74.844,10,9,14,23,11,17,12,12,21,16,37,41,38,64,43,18,68,36,53,12,30,14,8,31,19,43,10,9,15,65,62,60,68,69
"9849","A. Munksgaard",20,"Denmark",66,74,"FC Midtjylland",825000,4000,1,1,3,2,0,182.88,74.844,65,42,63,62,40,61,58,31,60,63,72,76,72,64,61,48,66,72,73,34,55,63,41,49,40,52,61,65,62,7,10,10,10,14
"9850","M. Ogbu",27,"Nigeria",66,67,"IK Sirius",750000,1000,1,1,3,3,1,185.42,78.0192,52,65,62,62,51,64,49,40,54,66,74,77,71,58,65,56,63,56,85,55,63,34,65,63,54,67,44,32,29,8,7,10,14,6
"9851","Jang Ho Ik",24,"Korea Republic",66,69,"Suwon Samsung Bluewings",825000,3000,1,1,2,3,1,172.72,62.1432,61,55,44,65,33,63,38,39,58,63,80,83,81,66,75,48,61,86,70,45,75,59,58,59,41,59,63,66,65,5,12,9,10,12
"9852","K. Bartolec",23,"Croatia",66,74,"FC Nordsj<U+00E6>lland",8e+05,4000,1,1,3,3,0,175.26,78.0192,63,53,45,64,43,66,54,35,60,67,80,80,79,59,75,57,64,81,63,57,59,60,66,58,38,64,63,64,61,5,10,13,11,14
"9853","G. Malcore",24,"Italy",66,73,"Cittadella",925000,1000,1,1,4,3,1,182.88,78.9264,46,66,62,59,63,63,61,57,47,67,67,67,59,63,67,68,70,71,70,70,35,23,64,52,61,57,16,17,16,12,15,11,6,8
"9854","V. Gvilia",24,"Georgia",66,71,"FC Luzern",850000,4000,1,1,4,3,1,182.88,78.9264,58,62,59,68,52,65,63,68,70,68,63,64,58,65,63,67,54,63,67,59,59,43,59,68,58,66,59,44,35,11,8,6,12,13
"9855","D. Burni<U+0107>",20,"Germany",66,78,"Borussia Dortmund",1e+06,8000,0,1,3,3,0,180.34,69.8544,57,41,49,72,47,66,46,39,65,72,69,68,75,66,74,56,70,67,63,37,60,62,47,62,55,54,64,63,61,10,11,10,9,11
"9856","A. <U+00D6>zt¨¹rk",25,"Turkey",66,70,"Sunderland",7e+05,4000,1,1,3,2,0,190.5,79.8336,31,31,64,61,38,50,40,47,58,54,52,56,44,55,52,72,76,63,86,62,56,62,21,43,41,60,60,68,66,7,10,5,14,11
"9857","K. Taketomi",27,"Japan",66,66,"Urawa Red Diamonds",675000,4000,1,1,4,3,1,172.72,68.9472,61,70,68,71,54,66,43,37,64,65,61,66,82,60,72,70,84,60,65,63,61,55,70,67,46,50,39,27,23,12,7,13,8,10
"9858","M. Mancosu",29,"Italy",66,66,"Lecce",625000,2000,1,1,3,3,1,182.88,76.2048,59,44,51,70,54,65,73,66,62,71,69,69,65,71,67,63,70,77,65,71,47,42,63,66,59,50,31,51,46,13,16,13,6,7
"9859","D. Jakovi<U+0107>",32,"Canada",66,66,"Los Angeles FC",375000,2000,1,1,2,2,0,187.96,79.8336,17,30,61,54,46,42,40,32,49,50,39,43,32,59,45,52,68,62,82,43,79,64,27,50,39,49,66,65,62,8,13,6,12,8
"9860","M. Saeid",27,"Sweden",66,66,"IK Sirius",650000,1000,0,1,2,3,1,170.18,63.9576,64,40,32,73,38,66,65,64,65,69,74,69,81,68,90,81,76,69,54,59,66,64,57,62,50,65,56,57,55,8,15,14,9,8
"9861","U. Taffertshofer",26,"Germany",66,67,"VfL Osnabr¨¹ck",625000,2000,1,1,3,2,0,182.88,82.1016,26,37,53,67,29,53,26,28,62,61,61,61,62,65,64,54,73,76,77,58,70,63,27,59,34,57,64,64,67,8,11,13,7,14
"9862","A. Medina",33,"Argentina",66,66,"Club Atl¨¦tico Aldosivi",4e+05,4000,1,1,4,3,1,170.18,64.8648,56,67,53,62,61,73,62,68,59,71,84,78,92,63,88,70,76,65,34,65,50,29,62,60,71,71,25,29,27,11,15,9,12,14
"9863","M. Papadopulos",33,"Czech Republic",66,66,"Piast Gliwice",4e+05,3000,1,1,2,2,1,182.88,78.9264,52,65,74,57,65,56,55,40,57,58,63,65,63,65,64,70,77,47,74,56,79,26,64,55,58,66,45,34,27,7,8,9,7,11
"9864","N. Zaniolo",18,"Italy",66,84,"Roma",1300000,7000,0,1,3,3,1,190.5,78.9264,39,57,59,67,39,64,54,51,64,69,64,62,46,63,62,59,46,68,61,61,60,54,66,69,49,58,56,54,40,8,11,11,13,5
"9865","F. Montero",29,"Argentina",66,66,"Argentinos Juniors",625000,4000,1,1,3,3,1,167.64,71.2152,57,47,54,67,56,64,55,51,64,65,66,70,66,68,61,67,62,72,64,62,72,69,68,57,56,53,69,64,60,13,10,6,6,14
"9866","J. Vukovi<U+0107>",26,"Croatia",66,69,"Clube Sport Mar¨ªtimo",675000,3000,1,1,2,2,0,185.42,76.2048,61,38,55,69,34,69,41,39,68,68,58,55,59,67,56,44,58,60,64,41,68,63,41,65,41,65,60,63,58,11,7,8,6,9
"9867","E. Barli",26,"Norway",66,70,"Ranheim Fotball",575000,1000,1,1,2,1,0,187.96,81.1944,12,11,13,20,13,12,11,11,23,16,29,23,59,63,68,34,63,40,72,11,16,28,16,57,14,47,9,16,17,67,62,61,64,67
"9868","G. Carrasco",21,"Argentina",66,76,"Club Atl¨¦tico Lan¨²s",9e+05,4000,1,1,3,2,0,175.26,73.9368,60,39,51,69,36,61,35,36,60,64,73,67,69,60,71,28,70,73,65,29,66,71,56,47,46,59,62,63,65,12,6,7,8,7
"9869","A. Balijon",35,"France",66,66,"Le Havre AC",150000,1000,1,1,3,1,0,182.88,79.8336,10,10,14,26,10,11,12,9,24,18,34,36,43,55,42,19,51,30,59,11,23,15,9,27,13,54,12,12,13,65,64,61,69,67
"9870","I. Saavedra",19,"Chile",66,74,"Universidad Cat¨®lica",9e+05,2000,1,1,3,3,1,172.72,68.04,42,56,43,67,33,67,34,42,66,68,67,68,72,68,70,61,55,73,67,63,64,58,61,61,50,70,55,65,62,11,7,7,11,11
"9871","Z. Janji<U+0107>",32,"Bosnia Herzegovina",66,66,"Korona Kielce",5e+05,2000,1,1,3,3,1,187.96,83.0088,66,62,65,68,70,67,73,71,65,68,68,68,69,60,70,68,63,60,75,66,61,43,60,63,68,66,33,32,18,11,14,11,7,16
"9872","J. Skjelvik",26,"Norway",66,68,"LA Galaxy",650000,2000,0,1,2,2,0,182.88,77.112,54,51,54,64,53,59,54,60,61,61,90,92,73,63,65,65,71,79,73,53,67,66,57,54,46,60,64,66,65,8,12,16,10,6
"9873","K. Kami¨½ski",27,"Poland",66,69,"J¨²bilo Iwata",550000,2000,1,1,3,1,0,190.5,82.1016,13,18,12,26,15,14,16,17,24,26,30,44,38,56,58,25,55,34,54,14,21,18,15,14,23,27,18,12,13,68,66,66,68,63
"9874","M. Endres",27,"Germany",66,67,"SpVgg Unterhaching",6e+05,2000,1,1,2,2,0,187.96,83.0088,29,22,67,64,18,34,21,22,54,39,46,55,43,64,52,41,65,60,80,18,67,63,49,47,31,61,65,67,63,8,9,9,15,14
"9875","B. Delacourt",32,"France",66,66,"KSV Cercle Brugge",375000,4000,1,1,3,2,0,177.8,77.112,55,24,65,61,27,32,22,36,60,42,66,67,63,63,77,66,67,65,69,37,74,65,29,49,39,66,66,65,64,12,16,10,10,10
"9876","C. Rismark",26,"Norway",66,68,"SK Brann",650000,2000,0,1,3,2,0,193.04,87.0912,42,21,56,60,26,57,35,49,64,62,59,53,48,64,60,37,68,66,83,26,75,62,47,53,27,60,66,65,59,11,7,9,13,10
"9877","A. Ligi",28,"Italy",66,66,"Carpi",525000,1000,1,1,3,2,0,190.5,83.0088,25,22,64,50,12,40,17,19,47,52,54,58,60,61,32,20,70,68,84,16,67,65,13,19,15,61,62,68,63,9,5,15,6,14
"9878","D. Lachman",28,"Curacao",66,66,"PEC Zwolle",525000,3000,1,1,3,2,0,187.96,74.844,36,43,62,63,39,58,33,60,66,58,50,64,43,57,40,67,71,70,79,55,70,65,32,57,44,62,62,63,65,13,15,8,6,14
"9879","M. Riascos",27,"Colombia",66,66,"Al Batin",675000,5000,1,1,4,3,1,172.72,73.0296,58,66,59,61,58,66,48,31,49,61,85,89,72,59,70,66,77,74,69,59,51,20,63,55,64,53,14,34,23,15,11,16,7,14
"9880","L. Vignali",22,"Italy",66,77,"Spezia",950000,1000,1,1,3,3,0,182.88,74.844,65,52,62,65,54,64,57,50,63,66,68,73,61,63,66,63,64,74,58,62,64,63,60,63,57,59,66,61,61,11,7,8,13,9
"9881","S. Sk<U+00E5>levik",25,"Norway",66,71,"SK Brann",875000,2000,1,1,3,2,1,180.34,74.844,52,69,63,53,49,62,58,32,43,60,72,75,58,62,64,67,68,66,61,59,45,18,68,54,66,62,22,21,20,12,13,11,7,8
"9882","M. Djetei",23,"Cameroon",66,75,"Gimn¨¤stic de Tarragona",850000,2000,1,1,3,2,0,185.42,73.0296,32,29,59,58,35,45,54,33,55,49,68,70,68,58,65,45,82,58,80,35,63,61,33,37,43,57,67,64,65,6,12,7,10,9
"9883","A. Fuchs",21,"Germany",66,75,"1. FC N¨¹rnberg",975000,5000,1,1,3,3,1,182.88,73.9368,53,49,51,69,38,68,63,42,64,69,67,53,67,67,68,53,70,78,64,52,49,58,53,68,45,49,59,54,52,9,13,7,5,11
"9884","M. K<U+00F6>nnecke",29,"Germany",66,66,"FSV Zwickau",625000,1000,1,1,4,3,1,175.26,69.8544,65,62,52,58,62,67,62,52,57,67,90,90,81,63,80,68,74,78,45,63,58,48,61,64,50,63,39,21,13,12,11,7,9,13
"9885","E. Yao Guy",22,"Ivory Coast",66,74,"FC Lugano",825000,2000,1,1,3,2,0,182.88,76.2048,38,23,60,53,30,53,38,36,38,54,69,71,61,59,47,48,81,68,73,30,68,65,30,36,44,64,58,70,68,7,10,16,9,10
"9886","G. Burke",24,"Republic of Ireland",66,71,"Preston North End",850000,4000,0,1,3,3,1,175.26,72.1224,60,68,45,62,66,65,72,60,60,67,63,61,71,60,75,73,47,63,58,74,62,26,63,70,68,62,33,19,14,6,4,8,5,3
"9887","C. Hemlein",27,"Germany",66,66,"1. FC Kaiserslautern",675000,2000,1,1,3,3,1,180.34,78.9264,66,60,52,63,59,66,72,67,53,64,80,80,72,61,71,72,68,70,67,65,74,33,62,62,65,66,35,41,63,14,14,8,7,6
"9888","D. Anderson",23,"Netherlands",66,75,"US Salernitana 1919",850000,9000,1,1,3,3,0,180.34,72.1224,62,30,63,59,35,67,48,37,53,64,74,82,70,57,78,56,63,72,62,31,76,63,67,53,41,50,59,61,65,9,15,6,15,7
"9889","M. D<U+00F8>hr Thychosen",21,"Denmark",66,74,"FC Midtjylland",825000,4000,1,1,3,3,0,177.8,64.8648,64,58,57,66,56,66,60,51,55,68,79,84,72,64,75,61,73,79,70,57,62,49,63,57,40,63,60,63,61,10,11,10,11,15
"9890","A. Nordvik",31,"Norway",66,66,"Odds BK",425000,2000,0,1,4,2,0,187.96,81.1944,59,34,68,61,54,52,51,35,59,55,74,76,73,62,66,68,76,67,75,42,66,65,44,47,53,66,60,65,60,15,6,13,8,6
"9891","D. Thomalla",25,"Germany",66,69,"1. FC Heidenheim 1846",825000,4000,1,1,3,3,1,185.42,74.844,56,67,61,62,66,63,58,57,48,65,68,71,69,66,62,68,52,70,62,58,53,32,67,53,58,58,24,27,30,14,15,8,14,13
"9892","P. Parzyszek",24,"Poland",66,71,"Piast Gliwice",875000,3000,1,1,4,2,1,190.5,79.8336,42,64,70,64,65,60,52,43,33,64,65,67,65,67,50,59,65,72,77,58,63,26,69,56,56,66,44,37,24,14,10,10,10,7
"9893","M. Fornasier",24,"Italy",66,70,"Pescara",7e+05,1000,1,1,2,2,0,185.42,79.8336,28,13,64,48,17,41,23,22,40,50,50,67,50,59,59,29,74,53,75,15,60,65,21,18,30,62,64,71,68,8,8,7,14,10
"9894","Michel Douglas",26,"Brazil",66,68,"CD Aves",8e+05,4000,0,1,2,3,1,185.42,83.0088,45,64,67,63,58,66,51,39,52,67,67,64,38,64,59,65,67,72,76,58,46,22,64,54,53,58,27,28,22,10,12,10,10,12
"9895","¨¢lex Cobo",22,"Spain",66,76,"Deportivo de La Coru<U+00F1>a",8e+05,2000,1,1,2,1,0,182.88,78.0192,21,10,26,30,11,14,25,24,32,18,45,44,61,59,50,25,60,37,65,27,22,22,14,35,24,36,11,12,11,65,68,60,65,67
"9896","M. <U+00C7>elik",28,"Sweden",66,66,"BK H<U+00E4>cken",650000,2000,1,1,3,3,1,177.8,74.844,65,62,55,66,65,64,64,41,55,67,77,77,79,63,76,69,75,52,64,65,71,15,64,61,52,63,40,22,21,11,12,15,10,13
"9897","L. Woudenberg",24,"Netherlands",66,70,"SC Heerenveen",7e+05,2000,0,1,2,2,0,185.42,69.8544,63,29,54,61,49,59,40,39,62,58,70,68,65,63,52,41,66,93,66,34,73,64,58,50,44,64,59,62,64,6,6,9,15,7
"9898","T. Tekie",21,"Sweden",66,72,"<U+00D6>stersunds FK",875000,5000,1,1,3,3,1,175.26,58.968,52,48,20,70,58,72,63,54,69,71,76,62,92,64,83,60,59,66,28,49,64,59,53,72,48,58,55,42,40,10,7,15,8,12
"9899","D. Vega",25,"Costa Rica",66,67,"SK Brann",775000,2000,0,1,4,4,1,177.8,71.2152,56,57,34,63,57,67,56,42,48,69,82,79,78,58,70,68,34,68,49,62,45,37,66,60,58,61,32,39,23,9,7,13,14,11
"9900","N. Rusyn",19,"Ukraine",66,78,"Dynamo Kyiv",1100000,1000,1,1,4,2,1,177.8,68.04,32,71,63,62,51,56,36,34,27,59,70,69,55,70,73,62,71,53,45,67,33,13,73,45,57,46,15,16,16,10,11,14,9,14
"9901","V¨ªctor",21,"Spain",66,79,"Deportivo de La Coru<U+00F1>a",1200000,2000,1,1,2,3,1,180.34,77.112,65,66,55,66,61,68,48,49,60,66,72,75,61,51,66,64,60,70,60,61,45,45,61,54,62,57,40,59,45,11,6,12,7,6
"9902","A. Deja",25,"Poland",66,70,"Arka Gdynia",7e+05,2000,1,1,3,3,0,185.42,82.1016,53,39,59,68,43,64,35,40,63,64,69,66,58,63,37,59,62,75,78,40,65,65,53,58,45,58,63,61,55,11,11,14,14,6
"9903","F. Cornejo",22,"Chile",66,76,"Audax Italiano",1e+06,2000,1,1,3,2,1,175.26,68.9472,54,41,54,71,39,57,49,45,63,67,64,72,71,61,78,62,74,73,71,45,48,62,59,72,58,56,57,61,58,8,9,10,8,8
